Tweet_count,Username,Text,Created At,Retweets,Likes
691,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro XL Unlocked Android Smartphone 512GB Obsidian In Stock 🟢 £1,199.00

🛒 https://t.co/iBEAyeCjAb

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold",Wed Aug 14 05:25:00 +0000 2024,2,3
692,TechPluto,"4) Google's Pixel Buds Pro 2 will come integrated with Gemini AI

#Pixel9 #MadeByGoogle",Wed Aug 14 05:24:21 +0000 2024,0,0
693,Sarvesh Sawant,"Samsung Fold 6's inner screen&gt;&gt;&gt;Pixel's inner screen
#Pixel9ProFold #pixel9 #samsungalaxyfold6 https://t.co/t0mzpx2MzZ",Wed Aug 14 05:18:21 +0000 2024,0,4
694,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro XL Unlocked Android Smartphone 512GB Porcelain In Stock 🟢 £1,199.00

🛒 https://t.co/mlgcSmKTBc

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold",Wed Aug 14 05:15:00 +0000 2024,2,3
695,TheScreenScroll,"The Pixel 9 is here! 📸✨ Experience stunning photography, seamless AI, and a sleek design. Pre-order yours now and join the #Pixel9 revolution! #G",Wed Aug 14 05:11:39 +0000 2024,0,0
696,Zablon Owino,Pink Pixel Devices #MadeByGoogle #Pixel #TeamPixel #Pixel9 https://t.co/9E9x6XGR1P,Wed Aug 14 05:11:25 +0000 2024,0,1
697,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro XL Unlocked Android Smartphone 512GB Hazel In Stock 🟢 £1,199.00

🛒 https://t.co/M6kRzkcdor

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #8K",Wed Aug 14 05:10:00 +0000 2024,1,2
698,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro Unlocked Android Smartphone 512GB Hazel In Stock 🟢 £1,099.00

🛒 https://t.co/mPIbdP6VDG

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #Android",Wed Aug 14 05:05:00 +0000 2024,1,2
699,BW Businessworld,"Google Pixel 9 First Look
The new Pixel 9 debuts with a 6.2-inch display, Google’s new Tensor G4 processor, a brand new design, and dual cameras on the back. It starts at Rs 79,999 for the base 256GB model with 12GB RAM.

#GooglePixel9 #Pixel9 #NewTech #TechLaunch #GadgetNews https://t.co/8imLNtVrVt",Wed Aug 14 05:02:53 +0000 2024,0,0
700,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro Unlocked Android Smartphone 512GB Obsidian In Stock 🟢 £1,099.00

🛒 https://t.co/TWgs6tcNH7

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #8K",Wed Aug 14 05:00:00 +0000 2024,1,2
701,GreedyTech,"Deliveries/Sales start Aug 22

ICICI Card Discount of ₹10,000
Pixel 9 Pro Fold priced at  ₹1,72,999

(2/2)

@madebygoogle @GoogleIndia #Pixel9Pro #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9ProFold #TeamPixel #TensorG4 #TitanM2 #MagicEditor #PixelStudio #PixelWeather #GreedyTech",Wed Aug 14 04:59:41 +0000 2024,1,1
702,Mario Z.,"Google's unveiling of the Pixel 9 and a new foldable device is on the horizon! 📱 They continue to innovate in mobile tech. 

Which features are you most excited about? 🤔 

#Google #Pixel9",Wed Aug 14 04:54:38 +0000 2024,3,4
703,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro Unlocked Android Smartphone 256GB Rose Quartz In Stock 🟢 £999.00

🛒 https://t.co/xPr43kmpjj

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #8K",Wed Aug 14 04:50:00 +0000 2024,1,2
704,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro Unlocked Android Smartphone 256GB Porcelain In Stock 🟢 £999.00

🛒 https://t.co/3rqhnkwQ0f

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #8K",Wed Aug 14 04:45:00 +0000 2024,1,2
705,Newsinbots,"Pixel 9 launch
who doesn’t need four new phones a year?
#pixel9 #Google https://t.co/y6YeHbQYyP",Wed Aug 14 04:39:22 +0000 2024,0,1
706,Punit 🌟,"Pixel 9 and Pixel 9 Pro XL can be pre order starting from today at 12 PM in India 👀
#Pixel9Series #Pixel9Fold #Pixel9ProXL #pixel9 https://t.co/VL61Mv6UKI",Wed Aug 14 04:38:56 +0000 2024,0,0
707,Insight Hub,"Google Pixel 9 Launched starting at ₹79,999 ~ $799

#Google #Pixel9 #Pixel9Series https://t.co/y7dUuIqDtY",Wed Aug 14 04:35:42 +0000 2024,0,5
708,Technology Edge 𝕏,"Google Pixel 9 : 256GB : ₹79,999

6.3"" FHD+ OLED Actua display 120Hz
Gorilla glass victus 2
2700nits peak brightness
Tensor G4
Titan M2 security chip
Android 14
7 years of OS update
50MP main+ 48MP UltraWide OIS rear
10.5MP front
4700mAh : 45W

#Google #Pixel9 #MadebyGoogle https://t.co/O4oWBXM1Ia",Wed Aug 14 04:35:35 +0000 2024,0,3
709,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro Unlocked Android Smartphone 256GB Obsidian In Stock 🟢 £999.00

🛒 https://t.co/atcXTbUQEc

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #Gemini",Wed Aug 14 04:35:00 +0000 2024,1,2
710,Simon P,"Discover the latest AI features from Google’s recent event, including Call Notes for post-call summaries, Pixel Studio for creative image generation, and Pixel Screenshots for searchable screenshots. #Google #AI #Pixel9 #Innovation https://t.co/2YFnANKN6b",Wed Aug 14 04:34:23 +0000 2024,0,0
711,Raman Singh,"Finally, Google Pixel 9 Series Launched in India &amp; globally. 

Prices:
Google Pixel 9 = ₹79,999
Google Pixel 9 Pro = ₹1,09,999
Google Pixel 9 Pro XL = ₹1,24,999
Google Pixel 9 Pro Fold = ₹1,72,999

#Google #Pixel9 #Pixel9Pro #Pixel9ProFold https://t.co/jRU7EaWpBC",Wed Aug 14 04:34:21 +0000 2024,2,2
712,YugaTech,"Google Pixel 9 Specs

#Google #Pixel9 #Pixel9Series #tech #smartphone #yugatech #specs #news https://t.co/3vb42sp1rJ",Wed Aug 14 04:32:55 +0000 2024,3,11
713,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro Unlocked Android Smartphone 256GB Hazel In Stock 🟢 £999.00

🛒 https://t.co/iZowNZjOxq

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #Android",Wed Aug 14 04:30:00 +0000 2024,1,2
714,Sufiyan Technology,"Pixel 9 Series - Android's iPhones?

Watch Here ⬇️ 
https://t.co/c3LO9u3hhP

#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL #MadeByGoogle https://t.co/ik96RZbNiV",Wed Aug 14 04:27:58 +0000 2024,0,5
715,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Unlocked Android Smartphone 256GB Peony In Stock 🟢 £799.00

🛒 https://t.co/7FvhsiXrDG

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #Android",Wed Aug 14 04:20:00 +0000 2024,1,2
716,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Unlocked Android Smartphone 256GB Porcelain In Stock 🟢 £799.00

🛒 https://t.co/TcehmHygkb

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #Android",Wed Aug 14 04:15:00 +0000 2024,1,2
717,R Gowtham,"Google Pixel 9 series launched in India. ✅

Base variant 256GB
📱 Pixel 9 💰 ₹79,999
📱 Pixel 9 Pro 💰 ₹1,09,999
📱 Pixel 9 Pro XL 💰 ₹1,24,999
📱 Pixel 9 Pro Fold 💰 ₹1,72,999
#Google #MadeByGoogle #Pixel9",Wed Aug 14 04:10:53 +0000 2024,0,0
718,yogesh yadav,"After launch event Google Pixel Price in india 🇮🇳 on filpkart 

#Pixel #pixel9 https://t.co/aZXoMTB1EK",Wed Aug 14 04:10:12 +0000 2024,3,12
719,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Unlocked Android Smartphone 256GB Obsidian In Stock 🟢 £799.00

🛒 https://t.co/2lAmyDe91D

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #Android",Wed Aug 14 04:05:00 +0000 2024,1,2
720,Daily Dose Media,"🚨 Important update 🚨 Google is encountering challenges launching Pixel 9 in India. Despite the hype surrounding the new phone, regulatory hurdles and market competition are posing significant obstacles. Stay tuned for more updates! #Pixel9 #GoogleIndia… https://t.co/L5BROtsNV6",Wed Aug 14 04:04:58 +0000 2024,0,0
721,MrTechAuditor,"Pre-order in India 🇮🇳, begin today at 12 noon on Flipkart, Croma, &amp; Reliance Retail

Cashback on ICICI cards
Pixel 9: ₹5,000 cashback
Pixel 9 Pro XL: ₹12,000 cashback

Deliveries begin: 22nd August

Pixel 9 Pro &amp; Pro Fold will go on sale later!
#Pixel9Pro #Pixel9 #Pixel9Series",Wed Aug 14 04:03:00 +0000 2024,2,4
722,Rahul Jat,"Google Pixel 9 launched.
Price 256GB 💰 ₹79,999, $799

Specifications
📱 6.3"" FHD+ OLED Actua display
120Hz refresh rate, Gorilla glass victus 2, 2700nits peak brightness
🔳 Tensor G4
Titan M2 security chip
🍭 Android 14
7 years of OS update

#Pixel #Pixel9Pro #pixel9 #Google https://t.co/nQ0zDswQwe",Wed Aug 14 04:01:38 +0000 2024,0,0
723,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Unlocked Android Smartphone 256GB Wintergreen In Stock 🟢 £799.00

🛒 https://t.co/AFYXdXPAnQ

price + stock can change daily #AmazonUK #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold #Android",Wed Aug 14 04:00:00 +0000 2024,1,2
724,MrTechAuditor,"Pixel 9 series launched globally, along with Pixel Watch 3 &amp; Pixel Buds Pro 2!
Here is the pricing details:

#Pixel9: $799 / £799 / ₹79,999
#Pixel9Pro:  $999 / £999 / ₹1,09,999
#Pixel9ProXL: $1099 / £1099 / ₹1,24,999
#Pixel9ProFold: $1799 / £1749 / ₹1,72,999

 #Pixel9Series https://t.co/hMZTlVWTnW",Wed Aug 14 03:54:04 +0000 2024,1,3
725,Vinish Keshri,"Did you see Google comparing night photos from the Pixel 9 Pro XL and iPhone 15 Pro Max on stage? 🤯
#Google #Pixel9 #MadeByGoogle #Apple #iPhone https://t.co/jgx8gLKhI2",Wed Aug 14 03:53:58 +0000 2024,0,1
726,Tamil Today Tech,"Google Pixel 9 Series Launched in India 🇮🇳

- Google Pixel 9: ₹79,999
- Google Pixel 9 Pro: ₹1,09,999
- Google Pixel 9 Pro XL: ₹1,24,999
- Pixel 9 Pro Fold: ₹1,72,999

What do you think about the pricing?

#Google #Pixel9 #Pixel9Pro #Pixel9ProFold https://t.co/OUb7Xl3FZ3",Wed Aug 14 03:53:15 +0000 2024,0,1
727,IndiaTodayTech,"Pixel 9, 9 Pro, 9 Pro XL, 9 Pro Fold launched: Full list of India price, specs and exclusive features

Read all about it here: https://t.co/7kD4WszVuF

#Pixel9ProFold #Google #MadebyGoogle #madebygoogle2024 #Pixel9",Wed Aug 14 03:51:50 +0000 2024,0,0
728,Shubham Chaudhary,"Google Pixel 9 Launched :-

 📣₹79,999 (India), $799 (global)
 📣6.3"" FHD+ OLED, 120Hz, Gorilla Glass Victus 2
 📣Tensor G4, Titan M2 security chip
 📣Android 14, 7 years OS updates
 📣50MP main, 48MP ultrawide, 10.5MP front
 📣4700mAh, 45W ⚡

#Pixel9Series #Google #Pixel9 https://t.co/Rl2k5fyMul",Wed Aug 14 03:46:02 +0000 2024,0,7
729,AVForums.com,"#Google has officially launched the #Pixel9 smartphone series, including the base handset along with two Pro variants and the Pro Fold model, plus the Buds Pro 2 earphones and Pixel Watch 3. And all are backed up with #GeminiAI. https://t.co/YiHksqillf

#GooglePixel #Android",Wed Aug 14 03:45:00 +0000 2024,0,1
730,Mobile Shark Limited,"Best Google Pixel 9 Pro XL Cases You Can Get Now
https://t.co/sOAOVhkAPf
#Pixel9ProXL #Pixel9Series #GooglePixel9Pro #googlepixel9proxl #Google #GooglePixel #Android #pixel9 #Smartphone",Wed Aug 14 03:43:22 +0000 2024,0,0
731,GadgetGrove,Google's Pixel #Pixel9 #FoldablePhones  🇮🇳 https://t.co/wiY3dBAE6a,Wed Aug 14 03:28:27 +0000 2024,0,0
732,Digit,"Google has launched its latest TWS in India — the Pixel Buds Pro 2 — an upgrade on its last generation Pixel Buds. The new earbuds from Google are the first from the company to get Gemini support.

#Google #GooglePixel #Pixel9 #MadeByGoogle #PixelBudsPro2 https://t.co/UpwNPtfuMI",Wed Aug 14 03:27:32 +0000 2024,1,5
733,Haneet Singh 🇮🇳,"Pixel 9 Unboxing in Peony! 🌸

#Pixel9 #MadebyGoogle

video via @MadebyGoogle https://t.co/kPEXX2oPng",Wed Aug 14 03:26:42 +0000 2024,0,6
734,The Tech Portal,"The event showcased a range of new hardware: the Pixel 9, Pixel 9 Pro, Pixel 9 Pro XL, Pixel 9 Pro Fold, Pixel Watch 3, and Pixel Buds Pro 2. 

@Google #Google #MadeByGoogle #Pixel9 #Pixel9Series #Launch #News #TechNews 
https://t.co/CWNga8VS5B",Wed Aug 14 03:23:51 +0000 2024,0,0
735,GadgetGrove,"🤯 Google's Pixel 9 is HERE! 🔥 The Pixel 9 Pro Fold is finally out with CRAZY AI camera features! #Pixel9 #FoldablePhones  🇮🇳
https://t.co/nS5POCcqjx",Wed Aug 14 03:20:26 +0000 2024,0,0
736,YTECHB,"Pixel 9 Pro XL Unboxing in Rose Quartz Color 🌸

#Pixel9 #Pixel9ProXL 

via @MadebyGoogle https://t.co/Sdx3fgKPGV",Wed Aug 14 03:14:36 +0000 2024,2,13
737,iLoveMobiles,"Pixel 9 Pro

Not in india ? Why ? 🤷

@GooglePixel_US  #Pixel9Series #Pixel9Pro #pixel9",Wed Aug 14 03:07:53 +0000 2024,0,1
738,TechSchool,"Google Pixel 9 launched.
Price 256GB 💰 ₹79,999, $799

Specifications
📱 6.3"" FHD+ OLED Actua display
🔳 Tensor G4
Titan M2 security chip
🍭 Android 14
📷 50MP main+ 48MP UltraWide OIS rear camera
🤳 10.5MP front camera
🔋 4700mAh battery
#Google #Pixel9 #MadeByGoogle https://t.co/tArZGD6m2e",Wed Aug 14 03:06:45 +0000 2024,0,1
739,Alessio Salvadorini 💙,"Yesterday I watched the pixel 9 event and I counted AI was used 987 times. 
I didn't know Google uses Apple Intelligence

🙏😇😅😂
#dadjokes #Pixel #Pixel9 #Pixel9Pro https://t.co/pJhfXV6zZY",Wed Aug 14 03:05:52 +0000 2024,0,13
740,Express Technology,"Google unveils Pixel 9, a compact Android phone focused on AI and cameras #Pixel9 

https://t.co/YymHyF0dPw",Wed Aug 14 03:02:17 +0000 2024,1,4
741,Vishi,"The New Google #Pixel9 series launched with brilliant technology in it.. 

The Best part is - Google started making Pixel locally here, it's now Made in India 🇮🇳 ... !!

Time to upgrade my existing Pixel... Not yet.. 😉✌️

#SouthEastern https://t.co/eMWEC9ykwl",Wed Aug 14 03:01:30 +0000 2024,0,1
742,Fionna Agomuoh,"Google Unveils Pixel 9 Series, First Gemini Era Smartphones in Summer Launch #pixel9 #google #releasedate #gemini #ai #smartphone #specs #price 

https://t.co/0mJQQl9Tyf https://t.co/zKe8qtG3E4",Wed Aug 14 03:01:12 +0000 2024,0,2
743,Punit 🌟,Google Pixel 9 - Fingerprint Sensor 😱😱 #GoogleAI #GooglePixel9 #Google  #Pixel9 #Pixel9ProXL #Pixel9Pro #Pixel9ProFold https://t.co/6TlZbRjE2K,Wed Aug 14 02:58:53 +0000 2024,1,0
744,the techwriteup,"Google Pixel 9, 9 Pro, &amp; Pro Fold First Impressions: Top Features &amp; Surprises! #pixel9 #pixel9pro #Pixel9Series 
https://t.co/DmfdGMs2LS https://t.co/WsNNhir17q",Wed Aug 14 02:55:58 +0000 2024,1,0
745,Mr Monk,"specs on the #Pixel9 vs Pixel 9 Pro.

#MadeByGoogle https://t.co/xerzGdZDRW",Wed Aug 14 02:50:53 +0000 2024,0,1
746,Punit 🌟,Top features of Pixel 9 Pro and XL #Pixel9 #Pixel9Series https://t.co/WrUi1R0Xkz,Wed Aug 14 02:46:39 +0000 2024,0,1
747,Express Technology,"Made by Google 2024 Highlights: Pixel 9, Pixel 9 Pro, and Pixel 9 Pro Fold revealed #madebygoogle2024 #Pixel9 

https://t.co/PxeCll44gD",Wed Aug 14 02:43:46 +0000 2024,1,1
748,Business - Finance - Markets @equityin ⚡,@DPrasanthNair Welcome to the Pink Pixel Club 💕 #Pixel9 #TeamPixel https://t.co/6QzvHop6hk,Wed Aug 14 02:35:11 +0000 2024,0,0
749,Business - Finance - Markets @equityin ⚡,Welcome to the Pink Pixel Club 💕 #Pixel9 #TeamPixel https://t.co/wEzgiQHygR,Wed Aug 14 02:34:35 +0000 2024,0,0
750,Simon P,"The Made by Google 2024 event showcased exciting reveals like the Pixel 9 lineup and Gemini AI's integration. Gemini Live impressed with human-like interactions, while Google unveiled the Pixel 9 Pro Fold with a bigger... #Google #Pixel9 #GeminiAI #tech https://t.co/qqYAm9xzjY",Wed Aug 14 02:32:23 +0000 2024,0,0
751,Shreyas Gokhale,"Google Pixel 9, Watch3 &amp; BudsPro 2 India 🇮🇳 pricing!

Pixel 9: ₹79,999
9 Pro:  ₹1,09,999
9 Pro XL: ₹1,24,999
9 Pro Fold: ₹1,72,999

Watch 3
41mm: ₹39,999
45mm: ₹43,999

Buds Pro 2: ₹22,900
Available on @Flipkart
@cromaretail &amp; @RelianceDigital Thoughts?
 #Pixel9 #Pixel9Pro https://t.co/asu8IcP39i",Wed Aug 14 02:31:46 +0000 2024,0,1
752,Prathap G,"Google's Gemini AI faces an error during a Live Demo at Made By Google event.  

He's managing the situation with professionalism; not everyone has the courage to deal with such unfair circumstances.🏆

#Google #Pixel #Pixel9 #Pixel9Pro #Gemini https://t.co/VWJKitd33L",Wed Aug 14 02:30:00 +0000 2024,1,14
753,Gibraltar Technologies LLC,🚀 Google’s Pixel 9 series steals the show with AI-powered features and new devices like the Pixel 9 Pro Fold and Pixel Watch 3! 📱🕶️ #Pixel9 #AI #GoogleGemini #TechNews https://t.co/jzvvyrFQ3P,Wed Aug 14 02:23:03 +0000 2024,1,0
754,Yuriy Habarov,"Google brings Gemini AI to Android, with exclusive features for Pixel 9.  On-device AI, text-to-image, advanced photo editing, and more!  Pixel Watch 3 also gets AI upgrades. #Google #Gemini #Pixel9 #AI

https://t.co/thi1m234TQ

#NewsAi #AI",Wed Aug 14 02:20:09 +0000 2024,0,0
755,DigitalDrift,"Unleash the Future of Tech with #MadeByGoogle2024! Get Ready for New #Pixel9 Phones and Gemini AI taking Over!

Are you excited about the new Pixel 9 lineup and Gemini Live features?

https://t.co/HKZSH9pmLO https://t.co/nbqTFZWXNU",Wed Aug 14 02:09:41 +0000 2024,0,0
756,Deals Finder 🇺🇸,"Preorder Google Pixel 9 Pro XL Now: Up to 15% OFF + Free $200 Amazon Gift Card!
 https://t.co/KFpZq1pOTr
#Google #GoogleAI #Pixel #Pixel9 #GooglePixel #att #verizon #tmobile",Wed Aug 14 01:56:59 +0000 2024,0,0
757,swetank,"I hope he knows Google has just released Pixel 9 🤣
Can not be proud of being an entire year late🤦
#Pixelverse #Pixel #Pixel9 #Pixel9Series #GooglePixel9 #GooglePixel",Wed Aug 14 01:49:38 +0000 2024,0,0
758,Shivank Tiwari,"Pricing &amp; Offers of the Pixel 9 :-

💸 : 12GB+256GB = ₹82,999/-
🏦 : Up to ₹10,000/- off on ICICI Bank card
🎧 : Pixel Buds Pro @ ₹7,999/-
(2/2)
#Pixel9 #GooglePixel9 https://t.co/Mvs2wIIHoj",Wed Aug 14 01:39:43 +0000 2024,0,2
759,TECH GUIDE RED,"Google Pixel 9 launched in india 
Price ₹79,999
#Google #Pixel9 #MadebyGoogle #GooglePixel9Pro https://t.co/UjF7uUbTkX",Wed Aug 14 01:34:22 +0000 2024,0,0
760,SoyaCincau,The Google Pixel 9 and Pixel 9 Pro XL are also available from the official Google Pixel Store on Lazada Malaysia and Shopee Malaysia. They offer free 2x storage upgrades and exclusive Google Pixel merchandise. #madebygoogle #pixel9 #pixel9pro https://t.co/2OW07l3ULp,Wed Aug 14 01:32:19 +0000 2024,16,34
761,ChinaTech,"At the press conference held today, Google officially released the Pixel 9 series mobile phone.
#google #Googlepixel #Googlepixel9 #pixel9 https://t.co/qa0DceFxCZ",Wed Aug 14 01:20:15 +0000 2024,0,2
762,Technology Sanjay,"Google Pixel 9 launched..

Price 256GB 💰 ₹79,999, $799

📱 6.3"" FHD+ OLED Actua display
120Hz refresh rate, Gorilla glass victus 2,2700nits peak brightness
🔹Tensor G4
Titan M2 security chip
🔹Android 14
🔹7 years of OS update
🔹50MP+48MP
🔹10.5MP
🔹4700mAh
#Google #Pixel9
1/2) https://t.co/D1c67ElRx0",Wed Aug 14 01:13:35 +0000 2024,1,2
763,CUSTOM PC BUILDER UK 🇬🇧,"Google Pixel 9 Pro XL Unlocked Android Smartphone 256GB Hazel In Stock 🟢 £1,199.00

EE Store 🛒 https://t.co/NSb6i4cXZZ

*price + stock can change daily* #EE #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold https://t.co/HYy8PRaV5K",Wed Aug 14 01:01:43 +0000 2024,0,1
764,Tech In Stock UK 🇬🇧 Restock + Deal Updates,"Google Pixel 9 Pro XL Unlocked Android Smartphone 256GB Hazel In Stock 🟢 £1,199.00

EE Store 🛒 https://t.co/8qfhtriVIs

*price + stock can change daily* #EE #ad

#Google #GooglePixel9 #Pixel9 #Pixel9Series #Pixel9ProXL #Pixel9Pro #Pixel9Fold #Smartphone #Restock #Pixel9ProFold https://t.co/PCRl5tkTlZ",Wed Aug 14 01:01:24 +0000 2024,1,2
765,Raj Kumar,"Pixel 9 starting prices revaled on Flipkart 

256GB : Rs. 66,999* 

#Google #Pixel9Series
#Pixel9 https://t.co/wmn8kcS8hM",Wed Aug 14 00:48:33 +0000 2024,0,0
766,josé,"The standout feature on #Pixel9 is Pixel Studio, an advanced AI tool for real-time image editing and creative enhancements.",Wed Aug 14 00:36:54 +0000 2024,1,1
767,Simon P,"Google's Pixel 9 showcases Gemini AI capabilities, taking a swipe at Apple's AI. With on-device processing, Gemini handles complex tasks without third-party AI. New Pixel features like Pixel Studio and Gemini Live offer exciting AI... #Google #Pixel9 #AI https://t.co/ce2CSl5FeV",Wed Aug 14 00:36:52 +0000 2024,0,0
768,Google Pixel,Add a touch of luxury to your tech with the ultimate accessory. The Bandolier x #Pixel9 phone case collection is available now at https://t.co/cMbC2qZtu8. https://t.co/vcceXN2pgI,Wed Aug 14 00:35:58 +0000 2024,56,665
769,SoyaCincau,"Official Malaysia Launch Pricing with Free 2X storage upgrade

Pixel 9 256GB (RRP: RM4,499) - RM3,999
Pixel 9 Pro XL 256GB (RRP: RM6,199) - RM5,699
Pixel 9 Pro XL 512GB (RRP: RM6,799) - RM6,199
Pixel 9 Pro XL 1TB (RRP: RM1,299) - RM6,799

#madebygoogle #pixel9 #pixel9pro https://t.co/ADst4jHzNh",Wed Aug 14 00:29:16 +0000 2024,77,87
770,Aaron South,"Just a heads up to Aussie Pixel9 Pro users / buyers - it does NOT support mmWave 5G capability!  Only the US version does this time around.

Disappointing given the previous Pixel 6, 7 &amp; 8 Pro Models did.

#MadeByGoogle #Pixel9 #Pixel9Pro #pixel9proXL https://t.co/Q9a6h4hsa1",Wed Aug 14 00:24:32 +0000 2024,0,0
771,Orbit,"Over all the new pixel 9 lineup, based on the first impressions, things are looking good. 
#MadeByGoogle #Pixel9 #Pixel9Series #Pixel9Pro https://t.co/W4SG6ElWvH",Wed Aug 14 00:21:24 +0000 2024,0,0
772,Jaimé Turner,"Made By Google 2024 blew minds! 

Pixel 9, Pixel Watch 3, and Gemini showcase Google's AI-powered future. 

Catch up now and experience the innovation!

https://t.co/ETNDymLQcT

 #MadeByGoogle #Pixel9 #PixelWatch3 #Gemini #AI",Wed Aug 14 00:20:22 +0000 2024,0,0
773,Yuriy Habarov,"Google's Pixel 9 boasts Gemini AI, handling complex queries on-device without relying on external AI providers like ChatGPT. Features like Pixel Studio &amp; personalized weather reports highlight Google's focus on integrated AI experiences. #Pixel9 #GeminiAI #Google

https://www.mac",Wed Aug 14 00:20:12 +0000 2024,0,0
774,Sûjåñ Tharu,"Google Pixel 9 launched.
Price 256GB 💰 ₹79,999, $799

📱 6.3"" FHD+ OLED Actua display
120Hz RR, Gorilla glass victus 2, 2700nits peak 🔆 
🔳 Tensor G4
Titan M2 security chip
🍭 Android 14
7 years of OS update
📷 50MP + 48MP UW OIS
🤳 10.5MP
🔋 4700mAh battery
#pixel9 #google https://t.co/n4MPgNwno0",Wed Aug 14 00:15:54 +0000 2024,6,16
775,Orbit,"The pixel 9 will start at $799 while the Pixel pro will start at $999 and the pixel 9 pro XL $1099 
#MadeByGoogle #Pixel9 https://t.co/v8fpGKZkXl",Wed Aug 14 00:13:09 +0000 2024,0,0
776,Orbit,"The pixel 9 pro will come with one year of Gemini advance and up to 7 years of major software update 🤯
#MadeByGoogle #Pixel9 https://t.co/XclGfMY7sz",Wed Aug 14 00:03:49 +0000 2024,0,0
777,Orbit,"The pixel 9 will come with 12GB of RAM while the Pixel 9 pro will come with 16GB of RAM
#MadeByGoogle #Pixel9 https://t.co/eGgvhd3Fsl",Wed Aug 14 00:00:51 +0000 2024,0,0
778,Orbit,"The new pixel 9 will come with a 4700mah li_ion battery while the pro will come with a 5000mah li_ion battery
#MadeByGoogle #Pixel9 https://t.co/ylnYlBDwZb",Tue Aug 13 23:56:08 +0000 2024,0,0
